Age,Country,Education,PreferredWorkEnvironment,SalaryImportance,WorkLifeBalance,CareerGrowth,Entrepreneurship,CareerSatisfaction,PursueHigherEd,StayWithEmployer3Years
22,USA,PhD,Remote,Less Important,High Priority,Low,Maybe,5,0,0
21,UK,Bachelors,Hybrid,Very Important,Medium Priority,Low,No,5,1,0
25,Singapore,Masters,Office,Moderate,Low Priority,Low,Maybe,1,1,1
28,Australia,High School,Freelance,Important,High Priority,High,Yes,1,0,0
29,UK,High School,Office,Less Important,High Priority,Low,Yes,5,0,1
18,India,Masters,Freelance,Moderate,High Priority,High,No,3,1,1
26,UK,High School,Remote,Important,Low Priority,Low,No,1,0,1
23,USA,Masters,Office,Important,Low Priority,Low,Yes,5,0,1
21,India,High School,Office,Moderate,Medium Priority,High,Maybe,2,0,1
29,Canada,Bachelors,Hybrid,Very Important,Medium Priority,Medium,No,4,1,1
26,Australia,Bachelors,Hybrid,Very Important,Medium Priority,Low,No,1,0,1
28,Australia,Bachelors,Office,Moderate,Medium Priority,Medium,No,5,0,0
22,UK,Bachelors,Office,Less Important,Medium Priority,Low,Yes,1,1,1
22,Germany,Bachelors,Office,Very Important,Medium Priority,Medium,No,2,1,1
29,India,High School,Freelance,Important,High Priority,Medium,Yes,3,0,1
22,Canada,High School,Remote,Important,Medium Priority,Medium,Yes,5,0,1
18,India,Bachelors,Hybrid,Less Important,Low Priority,Medium,Maybe,2,0,1
18,Australia,Bachelors,Remote,Important,Medium Priority,Medium,Maybe,4,1,1
25,India,Bachelors,Hybrid,Very Important,Low Priority,High,Maybe,5,0,0
29,Canada,Bachelors,Hybrid,Less Important,Medium Priority,Medium,No,4,0,0
25,Germany,Bachelors,Hybrid,Very Important,High Priority,High,Yes,3,1,1
29,UK,Bachelors,Office,Less Important,High Priority,Low,No,5,1,0
23,USA,High School,Hybrid,Moderate,Low Priority,High,Yes,5,0,0
29,India,Bachelors,Remote,Important,Medium Priority,Medium,No,2,0,1
28,USA,PhD,Hybrid,Less Important,High Priority,High,Yes,1,0,0
21,Australia,Masters,Remote,Moderate,High Priority,Medium,Maybe,5,0,1
19,UK,Bachelors,Hybrid,Very Important,Medium Priority,High,Maybe,3,0,0
19,Singapore,Bachelors,Hybrid,Moderate,Low Priority,Low,No,5,0,1
26,UK,Masters,Office,Very Important,Low Priority,Medium,Yes,5,0,1
22,India,Bachelors,Remote,Less Important,Low Priority,Medium,Maybe,5,0,0
21,Germany,High School,Hybrid,Less Important,High Priority,High,Yes,5,1,1
27,UK,High School,Hybrid,Important,Medium Priority,High,No,3,1,1
18,India,Bachelors,Remote,Important,High Priority,High,Maybe,2,0,0
24,India,PhD,Hybrid,Less Important,High Priority,High,No,1,1,1
20,USA,Bachelors,Freelance,Very Important,High Priority,High,No,3,1,1
23,UK,High School,Office,Very Important,High Priority,Medium,Yes,3,1,0
22,India,High School,Remote,Less Important,Medium Priority,Low,No,4,0,1
22,USA,Masters,Office,Very Important,High Priority,High,No,1,0,0
28,Canada,Masters,Freelance,Less Important,High Priority,Medium,Yes,2,0,0
22,Singapore,Bachelors,Freelance,Important,Low Priority,Low,Yes,2,0,0
18,USA,Bachelors,Freelance,Very Important,High Priority,Low,No,4,0,0
18,USA,High School,Remote,Important,Medium Priority,High,Maybe,4,1,0
20,India,Masters,Freelance,Moderate,High Priority,Medium,Maybe,3,0,0
29,Australia,Masters,Remote,Important,Medium Priority,Medium,Yes,2,1,0
27,Australia,Bachelors,Remote,Moderate,Medium Priority,Medium,No,2,0,1
21,Germany,Bachelors,Hybrid,Important,Medium Priority,Medium,Maybe,2,1,1
22,Australia,High School,Remote,Important,Low Priority,Medium,Yes,3,0,1
19,USA,High School,Freelance,Very Important,Low Priority,Low,Yes,2,1,0
25,Germany,High School,Remote,Important,High Priority,Low,Yes,5,0,1
28,India,High School,Remote,Less Important,High Priority,Low,No,4,1,0
28,UK,Bachelors,Office,Very Important,High Priority,Medium,Yes,4,0,0
19,Singapore,Bachelors,Freelance,Very Important,Medium Priority,Low,Maybe,4,1,1
26,Singapore,Bachelors,Remote,Very Important,Medium Priority,Low,No,4,0,1
19,USA,Bachelors,Hybrid,Important,Medium Priority,High,Maybe,5,1,0
26,USA,Bachelors,Remote,Very Important,High Priority,Low,Maybe,1,1,0
24,Germany,High School,Remote,Moderate,High Priority,High,Maybe,2,1,1
25,India,Bachelors,Office,Moderate,High Priority,Medium,No,4,0,1
28,Canada,Bachelors,Freelance,Important,High Priority,Medium,Maybe,2,1,0
19,USA,Bachelors,Freelance,Very Important,Low Priority,Medium,Yes,2,0,1
24,Canada,Masters,Hybrid,Less Important,Low Priority,Medium,Yes,5,0,0
29,Canada,Bachelors,Hybrid,Less Important,Low Priority,Low,Maybe,2,0,1
23,Australia,Masters,Hybrid,Moderate,High Priority,High,Yes,4,0,0
21,India,Bachelors,Remote,Important,Low Priority,Medium,No,2,1,0
24,Singapore,High School,Remote,Important,Low Priority,Medium,No,5,0,0
21,Singapore,Bachelors,Hybrid,Important,High Priority,High,Yes,4,0,1
19,Canada,High School,Freelance,Important,Low Priority,High,Yes,5,1,0
27,Singapore,Bachelors,Freelance,Important,High Priority,High,No,3,1,1
29,India,High School,Hybrid,Very Important,High Priority,High,Maybe,1,1,1
24,Australia,Masters,Office,Very Important,High Priority,High,No,2,1,1
25,India,High School,Freelance,Very Important,Medium Priority,Low,Maybe,2,0,0
19,USA,Masters,Freelance,Less Important,High Priority,High,Yes,2,1,0
22,Canada,Masters,Hybrid,Very Important,Low Priority,Low,Yes,3,1,1
18,India,Bachelors,Freelance,Important,Low Priority,High,Maybe,1,0,0
24,Singapore,Bachelors,Remote,Important,High Priority,High,Maybe,5,0,1
25,UK,Bachelors,Remote,Less Important,Medium Priority,Medium,No,3,1,1
23,India,Masters,Freelance,Less Important,Medium Priority,Medium,Maybe,3,1,0
22,Canada,Bachelors,Remote,Moderate,Medium Priority,Medium,Yes,4,0,0
23,Australia,Masters,Office,Less Important,Low Priority,Medium,Yes,3,0,1
19,Singapore,Bachelors,Freelance,Moderate,Medium Priority,Medium,Yes,3,1,1
18,Australia,Masters,Hybrid,Very Important,Medium Priority,Medium,Maybe,2,0,1
24,Canada,Bachelors,Remote,Important,High Priority,High,Maybe,4,0,0
24,Singapore,Bachelors,Office,Moderate,Medium Priority,High,Yes,5,1,0
27,USA,Masters,Office,Moderate,Medium Priority,Medium,Maybe,1,0,1
28,Singapore,Masters,Remote,Moderate,Medium Priority,Medium,No,5,0,0
27,USA,Bachelors,Office,Less Important,High Priority,Medium,No,4,1,1
19,Australia,High School,Freelance,Less Important,High Priority,High,Maybe,2,1,0
19,Australia,Bachelors,Office,Less Important,Medium Priority,Medium,Maybe,1,1,1
18,Canada,PhD,Remote,Moderate,Low Priority,Medium,Yes,5,1,1
27,USA,Masters,Office,Very Important,Low Priority,High,Maybe,1,1,0
25,Australia,Masters,Remote,Important,High Priority,High,Yes,1,1,0
25,USA,High School,Remote,Less Important,Medium Priority,Low,No,1,0,1
18,Australia,Bachelors,Office,Very Important,Low Priority,Medium,Maybe,3,1,0
29,Singapore,Bachelors,Remote,Less Important,Medium Priority,High,No,4,0,1
28,India,Masters,Remote,Less Important,High Priority,Low,Maybe,4,1,0
25,UK,High School,Hybrid,Moderate,Low Priority,High,Maybe,2,0,0
26,Singapore,Masters,Freelance,Moderate,High Priority,Low,Yes,5,0,1
21,Germany,Bachelors,Remote,Less Important,Medium Priority,Low,Yes,2,0,1
18,India,High School,Freelance,Important,High Priority,Medium,Maybe,5,1,1
18,Germany,Bachelors,Hybrid,Less Important,High Priority,Medium,Maybe,1,1,1
20,Australia,Bachelors,Hybrid,Important,High Priority,Low,Yes,5,1,1
22,UK,Bachelors,Hybrid,Very Important,High Priority,Medium,No,5,0,1
22,UK,High School,Hybrid,Less Important,Low Priority,High,Maybe,1,0,0
26,Australia,High School,Freelance,Important,Medium Priority,High,Yes,2,0,0
27,Australia,Masters,Office,Very Important,Low Priority,Low,Maybe,5,0,0
29,USA,High School,Office,Very Important,Medium Priority,Low,Yes,2,1,1
19,Australia,High School,Freelance,Moderate,Medium Priority,High,No,2,1,1
19,Canada,Bachelors,Remote,Very Important,Medium Priority,High,Maybe,4,0,0
23,Australia,Bachelors,Freelance,Moderate,Medium Priority,Low,Maybe,1,0,1
26,Canada,Masters,Remote,Very Important,Medium Priority,High,No,1,0,0
18,Australia,Bachelors,Remote,Very Important,Low Priority,High,Maybe,3,0,1
26,USA,Masters,Office,Important,Medium Priority,Low,Maybe,2,1,0
26,Canada,Bachelors,Hybrid,Important,High Priority,Medium,Maybe,3,1,1
26,India,High School,Office,Moderate,Low Priority,High,Yes,1,1,1
22,Canada,High School,Office,Less Important,Low Priority,Medium,Yes,1,0,1
26,Singapore,Bachelors,Freelance,Important,Medium Priority,Medium,Maybe,3,0,1
28,USA,Bachelors,Freelance,Very Important,High Priority,High,No,1,0,1
21,Germany,Bachelors,Remote,Moderate,High Priority,Medium,No,1,0,1
19,Canada,Bachelors,Freelance,Moderate,Medium Priority,Low,Maybe,4,1,0
23,Singapore,Bachelors,Remote,Moderate,Medium Priority,High,Yes,5,1,0
21,Singapore,High School,Remote,Very Important,High Priority,High,Yes,4,1,1
23,Singapore,High School,Hybrid,Important,Low Priority,Medium,Maybe,5,0,1
20,Australia,Bachelors,Hybrid,Less Important,Low Priority,High,Yes,4,1,1
23,Singapore,Bachelors,Office,Moderate,Medium Priority,High,Yes,4,0,0
19,Australia,Bachelors,Hybrid,Very Important,Low Priority,Medium,No,2,0,1
19,Germany,High School,Remote,Important,Low Priority,Medium,Maybe,3,0,0
26,USA,Bachelors,Freelance,Important,High Priority,High,Yes,4,0,0
24,UK,Masters,Hybrid,Less Important,Low Priority,High,Yes,2,1,1
20,Australia,Bachelors,Hybrid,Moderate,High Priority,Low,Yes,4,1,0
28,Singapore,Bachelors,Hybrid,Very Important,Medium Priority,Low,Maybe,3,0,0
18,Singapore,PhD,Hybrid,Important,Medium Priority,High,Maybe,2,0,1
25,India,Bachelors,Remote,Very Important,High Priority,High,Yes,5,0,0
23,Singapore,Bachelors,Remote,Important,High Priority,Low,No,3,0,1
24,USA,High School,Office,Moderate,Medium Priority,Medium,No,1,0,1
26,Canada,Bachelors,Freelance,Moderate,High Priority,High,Maybe,2,1,1
22,Canada,High School,Office,Less Important,Medium Priority,Low,No,1,0,1
18,Singapore,PhD,Office,Important,Medium Priority,Low,Yes,2,1,1
29,India,Bachelors,Hybrid,Very Important,Medium Priority,High,Maybe,5,0,1
27,Australia,Masters,Freelance,Important,Medium Priority,High,Maybe,2,0,1
24,USA,Bachelors,Hybrid,Very Important,Medium Priority,Low,No,4,0,1
22,India,Bachelors,Remote,Less Important,Medium Priority,High,Maybe,1,1,0
20,Australia,Bachelors,Office,Important,Low Priority,Medium,No,1,0,1
29,USA,Masters,Freelance,Moderate,Low Priority,High,No,2,0,1
26,Singapore,PhD,Remote,Very Important,Medium Priority,Low,Yes,4,1,1
18,Canada,Bachelors,Office,Moderate,Low Priority,Low,No,4,0,1
18,USA,Masters,Freelance,Less Important,High Priority,High,No,2,1,1
18,Singapore,Bachelors,Office,Less Important,High Priority,Low,Maybe,3,0,1
20,Germany,Bachelors,Freelance,Very Important,Medium Priority,Medium,Yes,5,1,1
29,UK,Bachelors,Office,Important,Low Priority,High,Yes,2,0,0
23,USA,High School,Hybrid,Moderate,High Priority,High,No,4,0,1
27,UK,High School,Office,Moderate,High Priority,Low,Maybe,5,0,0
28,USA,High School,Office,Very Important,High Priority,Medium,Maybe,2,0,1
20,UK,Bachelors,Freelance,Very Important,High Priority,High,Maybe,5,1,1
25,Germany,Bachelors,Freelance,Very Important,Low Priority,Low,Yes,3,1,1
27,Canada,Bachelors,Hybrid,Less Important,High Priority,High,Yes,4,0,1
19,Australia,PhD,Freelance,Less Important,High Priority,Medium,No,3,0,1
26,UK,Bachelors,Office,Moderate,High Priority,Low,No,3,0,0
20,Germany,Bachelors,Freelance,Important,Medium Priority,High,Maybe,4,1,1
22,UK,High School,Freelance,Very Important,High Priority,Low,No,3,0,0
27,Canada,High School,Freelance,Less Important,High Priority,Low,Maybe,2,0,0
25,UK,Masters,Hybrid,Important,Low Priority,Medium,Yes,2,1,1
19,Germany,Bachelors,Hybrid,Very Important,High Priority,Medium,No,5,0,1
23,Singapore,Masters,Remote,Important,High Priority,High,Maybe,2,0,1
29,Germany,High School,Hybrid,Very Important,High Priority,Low,Yes,2,0,1
22,India,Bachelors,Hybrid,Important,Medium Priority,Low,Maybe,5,1,0
27,Canada,Bachelors,Hybrid,Moderate,Low Priority,Low,No,1,0,1
26,Singapore,High School,Office,Very Important,Low Priority,High,Maybe,4,1,0
29,India,High School,Remote,Very Important,Medium Priority,Medium,Yes,2,0,0
22,Canada,High School,Office,Moderate,Medium Priority,Medium,No,5,0,1
19,Singapore,Bachelors,Hybrid,Very Important,Low Priority,Low,Yes,3,1,0
22,UK,High School,Hybrid,Very Important,High Priority,High,No,3,0,0
29,Singapore,PhD,Remote,Less Important,Low Priority,Low,Maybe,2,0,0
21,Germany,Bachelors,Remote,Moderate,Medium Priority,Medium,Yes,4,0,1
28,India,High School,Freelance,Less Important,High Priority,Low,Yes,5,0,1
24,UK,High School,Hybrid,Moderate,Low Priority,Low,Maybe,5,1,1
23,Germany,Bachelors,Hybrid,Important,High Priority,Low,Yes,5,0,1
19,Canada,High School,Office,Moderate,High Priority,Medium,Yes,5,1,0
29,Singapore,Masters,Freelance,Moderate,Medium Priority,High,Yes,5,1,0
28,Germany,PhD,Hybrid,Less Important,Low Priority,Low,Yes,4,1,0
28,UK,High School,Office,Very Important,Medium Priority,Medium,Maybe,5,1,1
22,India,Bachelors,Remote,Moderate,Low Priority,Low,Yes,4,1,1
24,India,High School,Office,Very Important,Low Priority,High,Yes,4,0,1
28,Singapore,Bachelors,Hybrid,Moderate,High Priority,Low,Yes,4,0,0
24,Germany,Bachelors,Office,Less Important,High Priority,High,No,3,0,0
22,UK,Bachelors,Office,Moderate,High Priority,Medium,No,1,1,0
29,USA,High School,Freelance,Important,Medium Priority,High,Maybe,2,1,1
26,Canada,Bachelors,Freelance,Moderate,High Priority,High,Maybe,3,0,0
21,Canada,Bachelors,Remote,Moderate,Medium Priority,Medium,Maybe,1,1,1
28,UK,High School,Freelance,Very Important,High Priority,High,Yes,3,0,0
20,USA,Bachelors,Office,Very Important,Medium Priority,High,No,4,0,1
21,India,Bachelors,Freelance,Important,Low Priority,Medium,No,4,0,0
22,Singapore,Masters,Hybrid,Moderate,Medium Priority,High,Maybe,5,0,0
23,Australia,High School,Office,Very Important,Medium Priority,High,No,4,1,0
20,Australia,Masters,Office,Moderate,Medium Priority,Low,Maybe,3,0,0
19,Singapore,Bachelors,Office,Less Important,Low Priority,High,Yes,2,0,0
21,UK,High School,Hybrid,Less Important,Medium Priority,High,No,4,1,1
22,USA,Bachelors,Office,Important,Low Priority,High,Yes,1,1,0
21,USA,Bachelors,Freelance,Less Important,High Priority,Medium,Yes,3,0,0
28,Canada,Masters,Hybrid,Very Important,High Priority,High,No,1,0,1
29,India,High School,Office,Very Important,Low Priority,Medium,Maybe,5,0,1
20,Germany,Bachelors,Freelance,Important,Medium Priority,Medium,No,5,1,0
25,USA,Bachelors,Freelance,Moderate,High Priority,High,Yes,2,1,1
27,Singapore,PhD,Remote,Very Important,Medium Priority,High,Maybe,3,1,1
21,Germany,Bachelors,Freelance,Less Important,Medium Priority,High,Yes,2,0,0
19,Australia,PhD,Freelance,Very Important,Low Priority,High,Maybe,1,0,1
19,Germany,Masters,Remote,Important,High Priority,High,No,2,0,0
18,India,Bachelors,Remote,Less Important,Low Priority,High,Yes,1,0,0
21,Singapore,Masters,Hybrid,Less Important,Low Priority,High,Maybe,2,0,1
27,India,PhD,Freelance,Less Important,Low Priority,Medium,Maybe,5,1,0
26,Germany,Bachelors,Hybrid,Important,Low Priority,Low,No,3,0,0
28,UK,Bachelors,Hybrid,Important,Medium Priority,Medium,Maybe,2,0,1
24,USA,Bachelors,Office,Moderate,High Priority,High,Maybe,1,1,1
29,Singapore,Bachelors,Hybrid,Moderate,High Priority,Low,Yes,3,0,1
27,UK,High School,Hybrid,Moderate,High Priority,Low,No,5,1,1
24,Germany,High School,Hybrid,Important,Medium Priority,High,No,5,0,1
24,USA,Bachelors,Hybrid,Less Important,Medium Priority,High,Yes,4,0,1
25,Canada,Bachelors,Remote,Less Important,Low Priority,Medium,Yes,3,0,0
18,UK,High School,Freelance,Very Important,Low Priority,Low,Yes,2,1,0
27,UK,Masters,Office,Moderate,Low Priority,Low,Maybe,5,1,0
27,Germany,Bachelors,Remote,Less Important,Low Priority,High,No,2,0,0
25,Australia,High School,Office,Less Important,High Priority,High,No,2,0,0
21,Germany,Bachelors,Office,Less Important,Low Priority,Low,No,1,1,1
21,UK,Bachelors,Remote,Less Important,Medium Priority,Low,Maybe,2,0,0
21,USA,PhD,Hybrid,Important,Medium Priority,High,No,4,1,0
23,Australia,High School,Remote,Moderate,Medium Priority,High,No,3,1,1
24,Germany,High School,Office,Less Important,Low Priority,High,No,3,1,1
23,Singapore,Masters,Office,Less Important,High Priority,Medium,No,1,1,1
18,Germany,Masters,Hybrid,Less Important,High Priority,Medium,Yes,4,0,1
29,UK,Bachelors,Remote,Less Important,Low Priority,High,Maybe,4,0,1
25,UK,Masters,Freelance,Very Important,Low Priority,Medium,No,3,0,1
27,Canada,High School,Office,Less Important,Medium Priority,Low,No,4,0,1
28,Germany,Bachelors,Remote,Less Important,Medium Priority,Low,No,5,1,1
24,UK,High School,Hybrid,Less Important,High Priority,High,No,2,0,1
23,Singapore,High School,Hybrid,Very Important,Medium Priority,Low,No,2,1,1
23,India,Masters,Freelance,Important,Medium Priority,Low,Yes,3,1,1
22,Australia,High School,Office,Very Important,Low Priority,Low,Yes,3,0,0
23,India,Bachelors,Freelance,Less Important,High Priority,Low,Maybe,4,0,1
29,Australia,Masters,Freelance,Important,Low Priority,Low,Maybe,1,0,1
26,Singapore,High School,Freelance,Less Important,High Priority,Medium,No,3,0,1
27,Germany,PhD,Freelance,Important,Low Priority,Medium,No,3,0,0
26,Canada,PhD,Hybrid,Less Important,High Priority,High,Yes,3,0,0
27,UK,Bachelors,Office,Less Important,Medium Priority,Low,Maybe,4,0,0
25,UK,High School,Freelance,Important,High Priority,Medium,No,5,1,1
27,UK,Bachelors,Office,Important,High Priority,Medium,No,3,0,1
26,Germany,Bachelors,Hybrid,Less Important,Low Priority,Medium,No,5,0,0
27,Australia,Bachelors,Hybrid,Very Important,High Priority,Low,Maybe,4,1,1
25,Singapore,Bachelors,Remote,Very Important,High Priority,Medium,Yes,1,0,0
25,UK,PhD,Remote,Very Important,High Priority,High,Yes,2,0,0
18,India,High School,Office,Very Important,Low Priority,High,No,2,1,1
27,UK,Bachelors,Remote,Important,High Priority,Low,No,2,1,1
28,Germany,High School,Freelance,Important,Low Priority,High,No,2,1,1
22,Singapore,Bachelors,Office,Very Important,Medium Priority,Medium,No,4,0,0
21,Canada,Masters,Hybrid,Moderate,Low Priority,Low,No,2,0,1
19,Singapore,Bachelors,Hybrid,Moderate,High Priority,High,Maybe,4,0,1
25,India,High School,Freelance,Moderate,Medium Priority,Low,Yes,1,1,0
20,UK,Bachelors,Remote,Less Important,High Priority,Medium,Maybe,3,0,1
21,UK,Bachelors,Office,Very Important,Low Priority,High,Maybe,3,0,1
29,USA,Bachelors,Office,Less Important,Medium Priority,Medium,No,3,1,0
24,Australia,Bachelors,Freelance,Important,Medium Priority,High,Maybe,4,1,1
27,India,Bachelors,Remote,Important,Medium Priority,Low,Yes,4,1,0
26,USA,PhD,Office,Moderate,High Priority,High,No,4,0,1
19,Singapore,Masters,Freelance,Moderate,Medium Priority,High,Yes,1,0,1
20,Canada,Bachelors,Office,Important,Medium Priority,High,Maybe,5,1,0
21,Australia,Masters,Hybrid,Moderate,Medium Priority,Low,No,4,0,1
27,India,Bachelors,Office,Moderate,Medium Priority,High,Yes,4,0,1
18,UK,Bachelors,Office,Important,Low Priority,Medium,Yes,3,0,1
24,Singapore,High School,Office,Less Important,High Priority,Low,No,2,1,0
19,India,Bachelors,Remote,Moderate,High Priority,Low,Yes,2,0,1
22,UK,Bachelors,Remote,Less Important,Medium Priority,Medium,No,1,1,1
18,Australia,High School,Freelance,Moderate,Low Priority,Low,No,2,0,0
20,UK,Bachelors,Remote,Very Important,Medium Priority,High,Maybe,5,0,0
29,Canada,Masters,Office,Less Important,High Priority,Low,Yes,3,1,1
19,Singapore,Bachelors,Office,Less Important,High Priority,Medium,No,1,0,1
18,Germany,Bachelors,Remote,Moderate,High Priority,Low,Maybe,2,1,0
24,UK,Masters,Remote,Less Important,Medium Priority,Medium,Maybe,2,0,1
22,Canada,High School,Office,Very Important,Medium Priority,Low,No,3,0,0
18,Germany,Bachelors,Office,Important,Low Priority,Medium,No,1,1,1
23,Singapore,Masters,Hybrid,Very Important,Low Priority,Low,Yes,3,1,1
22,Australia,Bachelors,Freelance,Important,High Priority,High,Yes,1,1,1
20,Australia,Bachelors,Remote,Very Important,High Priority,Medium,Yes,2,0,0
29,Singapore,High School,Freelance,Very Important,Low Priority,Medium,No,3,0,1
24,Singapore,Masters,Office,Less Important,High Priority,Low,Maybe,3,1,1
28,India,Bachelors,Freelance,Very Important,Low Priority,Low,Maybe,5,0,1
27,Canada,Masters,Remote,Moderate,Medium Priority,Low,No,3,1,1
26,Canada,Bachelors,Remote,Moderate,High Priority,High,Yes,1,0,0
26,Singapore,Bachelors,Freelance,Moderate,High Priority,Low,Maybe,5,1,1
26,USA,Masters,Remote,Moderate,Low Priority,Medium,Maybe,3,1,0
19,USA,Bachelors,Hybrid,Less Important,Medium Priority,Low,Yes,3,0,1
20,Germany,Bachelors,Office,Moderate,High Priority,High,Maybe,5,1,0
24,Germany,Bachelors,Office,Very Important,High Priority,Low,Yes,2,0,0
22,USA,Masters,Remote,Moderate,Low Priority,Low,Maybe,3,0,0
19,Singapore,Bachelors,Office,Less Important,Medium Priority,Medium,Maybe,4,0,1
20,Singapore,Bachelors,Hybrid,Important,Low Priority,Low,Maybe,2,0,0
27,Germany,High School,Remote,Very Important,Medium Priority,High,Yes,3,0,1
23,UK,Masters,Hybrid,Very Important,Medium Priority,Low,Maybe,2,0,1
24,Singapore,High School,Hybrid,Less Important,Low Priority,Low,Maybe,1,0,0
26,USA,Bachelors,Office,Important,Low Priority,Medium,Maybe,2,0,0
18,Canada,Bachelors,Office,Moderate,Medium Priority,Low,No,5,0,1
28,Singapore,Bachelors,Freelance,Important,Low Priority,Medium,Maybe,3,0,0
24,Singapore,Bachelors,Hybrid,Very Important,High Priority,Medium,Maybe,2,1,0
25,UK,High School,Office,Very Important,High Priority,Low,Yes,4,1,0
29,Germany,Bachelors,Hybrid,Very Important,High Priority,Medium,Yes,1,1,0
20,Singapore,Masters,Freelance,Important,High Priority,Medium,No,1,0,0
21,Australia,Masters,Hybrid,Moderate,High Priority,Low,Yes,2,0,1
27,India,High School,Remote,Very Important,Low Priority,Low,Yes,5,1,1
23,USA,Masters,Freelance,Less Important,Medium Priority,High,Yes,1,1,1
27,Australia,Bachelors,Freelance,Moderate,Low Priority,High,No,2,0,0
24,Germany,Masters,Hybrid,Very Important,High Priority,Medium,No,2,1,1
21,Canada,Bachelors,Hybrid,Moderate,High Priority,Medium,Maybe,1,0,0
25,India,Bachelors,Office,Less Important,Low Priority,Low,Maybe,2,0,1
22,Australia,Masters,Remote,Important,Low Priority,High,Yes,2,1,1
18,India,Masters,Freelance,Very Important,Medium Priority,High,Maybe,4,0,0
21,USA,Bachelors,Freelance,Less Important,High Priority,Low,Maybe,2,0,0
20,Germany,Bachelors,Freelance,Very Important,Low Priority,Low,No,2,0,0
26,Singapore,Bachelors,Office,Very Important,Medium Priority,Low,No,5,0,0
25,Canada,Bachelors,Remote,Important,High Priority,Low,Maybe,1,0,1
18,Germany,Bachelors,Freelance,Important,High Priority,High,Maybe,5,0,0
28,India,Bachelors,Freelance,Moderate,High Priority,Low,Maybe,3,1,1
23,Australia,Masters,Office,Less Important,Low Priority,Low,Yes,5,1,0
26,USA,High School,Hybrid,Less Important,High Priority,High,No,3,0,1
24,USA,Bachelors,Freelance,Important,High Priority,Low,Maybe,3,0,0
21,Germany,High School,Remote,Very Important,Medium Priority,High,Maybe,5,0,0
18,Singapore,Bachelors,Remote,Moderate,Low Priority,High,Yes,4,1,1
29,Australia,High School,Remote,Important,Medium Priority,Low,No,5,0,1
19,Singapore,Bachelors,Remote,Moderate,Low Priority,Low,Yes,1,0,1
29,Singapore,Masters,Office,Moderate,High Priority,Medium,Yes,5,0,1
22,Australia,Masters,Freelance,Less Important,Medium Priority,Medium,Maybe,4,0,1
29,India,High School,Office,Moderate,Low Priority,High,Yes,5,1,1
28,Germany,Bachelors,Remote,Less Important,Low Priority,High,Yes,4,1,0
22,Germany,Bachelors,Remote,Very Important,High Priority,Medium,Maybe,1,1,0
25,UK,Masters,Remote,Very Important,High Priority,High,No,2,0,1
23,Germany,Masters,Office,Important,Medium Priority,Medium,Maybe,4,1,1
25,USA,Bachelors,Remote,Very Important,Medium Priority,Low,No,4,0,1
19,India,Bachelors,Freelance,Less Important,Low Priority,Low,Yes,4,0,0
20,Australia,Masters,Remote,Moderate,Medium Priority,Low,Yes,1,0,1
23,Germany,High School,Freelance,Moderate,High Priority,High,Maybe,3,0,1
29,India,Bachelors,Freelance,Very Important,Medium Priority,Low,Maybe,4,0,1
27,Germany,Masters,Remote,Less Important,Medium Priority,High,Maybe,1,1,0
20,Australia,Bachelors,Office,Moderate,Low Priority,Low,Yes,2,0,1
23,Canada,Bachelors,Hybrid,Very Important,High Priority,High,Yes,4,0,1
23,Australia,Bachelors,Hybrid,Less Important,Low Priority,High,No,3,1,1
19,Australia,Bachelors,Freelance,Less Important,High Priority,Medium,Maybe,1,0,1
24,Australia,Bachelors,Office,Moderate,High Priority,Medium,Yes,2,1,1
29,Germany,Bachelors,Hybrid,Important,Low Priority,Medium,No,3,1,0
19,UK,Bachelors,Remote,Important,Medium Priority,High,Maybe,2,0,1
23,Australia,Bachelors,Remote,Less Important,Low Priority,Medium,Maybe,3,0,1
18,USA,Masters,Freelance,Less Important,Medium Priority,Medium,No,5,1,0
20,USA,High School,Office,Very Important,Low Priority,Medium,No,5,1,0
19,India,Bachelors,Office,Less Important,Low Priority,High,No,5,0,0
24,UK,Bachelors,Hybrid,Very Important,Medium Priority,High,Yes,2,0,1
21,India,Bachelors,Hybrid,Very Important,Medium Priority,Medium,Maybe,5,0,1
25,USA,High School,Remote,Very Important,Medium Priority,Medium,Maybe,1,1,0
23,Singapore,Bachelors,Freelance,Less Important,Low Priority,High,No,1,0,1
29,USA,Masters,Office,Less Important,Medium Priority,High,Yes,5,1,1
27,Canada,Bachelors,Hybrid,Very Important,Medium Priority,Medium,No,3,1,1
21,Australia,Masters,Hybrid,Moderate,Medium Priority,Medium,Yes,3,1,1
22,Singapore,PhD,Freelance,Less Important,High Priority,Medium,Maybe,2,1,1
26,USA,High School,Freelance,Important,Medium Priority,High,Maybe,3,0,0
24,Germany,High School,Remote,Moderate,Medium Priority,Medium,Yes,4,0,1
27,Germany,PhD,Freelance,Important,Medium Priority,High,Maybe,3,0,1
26,India,PhD,Remote,Less Important,High Priority,Low,Maybe,1,0,0
24,Singapore,High School,Remote,Moderate,High Priority,Medium,No,3,0,1
29,India,High School,Freelance,Less Important,Medium Priority,Low,Yes,2,1,0
18,Australia,High School,Freelance,Less Important,Medium Priority,High,Maybe,3,0,1
29,Australia,PhD,Freelance,Moderate,Medium Priority,Low,Maybe,2,1,1
25,Canada,High School,Freelance,Less Important,Medium Priority,Medium,Yes,4,0,1
